0.137022,0.067936,0.27902,0.263141,0.123803,0.09592,0.225997,0.720997
0.089074,0.071856,0.116069,0.123884,0.12002,0.095879,0.227221,0.315813
0.176182,0.08796,0.108021,0.163075,0.111862,0.104009,0.205232,0.243724
0.127983,0.080092,0.119841,0.160975,0.171984,0.096029,0.222926,0.215992
0.126834,0.087971,0.115988,0.194282,0.143689,0.107913,0.223215,0.206795
0.143924,0.084046,0.123966,0.235168,0.095976,0.107775,0.258966,0.208031
0.153148,0.111992,0.172966,0.327781,0.141098,0.079989,0.236011,0.17096
0.11998,0.087928,0.087963,0.161036,0.12004,0.115549,0.221393,0.149955
0.136826,0.058597,0.089352,0.135906,0.100026,0.083944,0.177072,0.185929
0.203157,0.087825,0.172202,0.388883,0.437923,0.08379,0.099991,0.172982
0.139863,0.06441,0.111535,0.123052,0.108045,0.095947,0.246902,0.751013
0.099941,0.087679,0.092102,0.167839,0.088001,0.104001,0.202405,0.19166
0.203822,0.095978,0.120011,0.230761,0.124232,0.107899,0.266949,0.59322
0.118821,0.076068,0.111887,0.173945,0.124088,0.119983,0.239094,0.170782
0.134908,0.080153,0.132123,0.185862,0.107829,0.107759,0.222323,0.229164
0.154816,0.064022,0.124028,0.120194,0.111806,0.107781,0.205074,0.425126
0.115782,0.087976,0.146906,0.43873,0.080048,0.096039,0.20701,0.201044
0.131819,0.08749,0.144435,0.215165,0.135863,0.071947,0.217159,0.205897
0.103782,0.076096,0.159014,0.256279,0.17062,0.185037,0.071881,0.283018
0.13575,0.088208,0.135735,0.340427,0.071784,0.10396,0.198913,0.18309
0.152779,0.07196,0.132192,0.150026,0.134745,0.075299,0.216936,0.206116
0.188998,0.096013,0.100139,0.201797,0.09589,0.096033,0.202797,0.347119
0.159676,0.088319,0.087646,0.209948,0.150272,0.100004,0.203377,0.231677
0.146945,0.092537,0.067797,0.196962,0.079958,0.071827,0.223281,0.275944
0.127896,0.063828,0.108185,0.151662,0.080247,0.096023,0.183945,0.199028
0.121016,0.043727,0.144218,0.140951,0.111996,0.099989,0.23215,0.273877
0.169005,0.056013,0.201903,0.140705,0.096288,0.095925,0.17702,0.233037
0.120889,0.050983,0.093041,0.212167,0.091807,0.158001,0.227886,0.430085
0.132787,0.056169,0.143785,0.203041,0.091972,0.075969,0.242975,0.26204
0.110012,0.076057,0.281103,0.23792,0.315834,0.224936,0.262209,0.201731
